tilegrp,tileid,mjd,expnum,exptime,stage,status,drpqual,drpver,dpos,object,obstime,std_mean_senb,std_mean_senr,std_mean_senz,sci_mean_senb,sci_mean_senr,sci_mean_senz,mod_mean_senb,mod_mean_senr,mod_mean_senz,fluxcal,sci_ra,sci_dec,sci_pa,sci_amass,sci_kmpos,sci_focpos,sci_alt,sci_sh_hght,sci_moon_sep,skye_ra,skye_dec,skye_pa,skye_amass,skye_kmpos,skye_focpos,skye_name,skye_alt,sci_skye_sep,skye_sh_hght,skye_moon_sep,skyw_ra,skyw_dec,skyw_pa,skyw_amass,skyw_kmpos,skyw_focpos,skyw_name,skyw_alt,sci_skyw_sep,skyw_sh_hght,skyw_moon_sep,moon_ra,moon_dec,moon_phase,moon_fli,sun_alt,moon_alt,filename,location,agcam_location,calib_mjd,ra,dec,pa,NGCname,ra_icrs,dec_icrs,ra_g,dec_g
1028XX,1028892,60255,7333,900.0,1,0,0,1.2.0,0,tile_id=1028892,2023-11-07T05:50:06.245,6.28030078053834e-14,3.10112543433718e-14,2.43057628773121e-14,5.37956183833721e-14,2.84756273870435e-14,2.1370574182719e-14,6.14384585134812e-14,3.0346023223903e-14,2.43088522898835e-14,MOD,85.19717115791019,-1.9372216001019678,62.15223441204688,1.214,-83.08,35.7,55.4689,2374.67439,74.6536,70.85954201197374,-56.12801958358047,1.4391303994539024,1.129,-64.01,35.23,WHAM_south_08,62.3461,55.4073,1432.08131,100.4342,85.80029791398118,-1.2740335749918847,0.8682957232381933,1.227,-51.76,36.28,grid125,54.5779,0.8963,2379.97353,73.9,158.86377,13.93458,290.98,0.3222,-40.4707,-11.9475,lvmSFrame-00007333.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028892/60255/lvmSFrame-00007333.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007333.fits,60255,85.19717115791019,-1.9372216001019678,62.15223441204688,NGC2024,85.19717115791019,-1.9372216001019678,-153.54912348840705,-16.57605913956013
1028XX,1028891,60255,7334,900.0,1,0,0,1.2.0,0,tile_id=1028891,2023-11-07T06:06:18.237,6.11319965919394e-14,3.04315641934595e-14,2.04588236568174e-14,5.57620964408254e-14,2.91748021152684e-14,1.94235877970591e-14,6.09411406382458e-14,3.00357334066577e-14,2.04498922889322e-14,MOD,85.00086831779497,-1.5646971166144092,62.189469240505495,1.186,-79.28,35.7,57.5021,2148.92312,74.8664,85.80026543611575,-1.2740327260681843,1.1077888036044117,1.194,-48.37,35.23,grid125,56.8424,0.8504,2135.51442,74.0194,70.85951006974791,-56.12804322720648,1.0596814690344354,1.124,-61.36,36.28,WHAM_south_08,62.7915,55.7421,1333.54503,100.4687,158.99163,13.89111,291.1,0.3212,-38.7469,-8.542,lvmSFrame-00007334.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028891/60255/lvmSFrame-00007334.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007334.fits,60255,85.00086831779497,-1.5646971166144092,62.189469240505495,NGC2024,85.00086831779497,-1.5646971166144092,-153.98841737844535,-16.575648715580684
1028XX,1028859,60255,7335,900.0,1,0,0,1.2.0,0,tile_id=1028859,2023-11-07T06:22:52.922,6.11799406882786e-14,3.06722069804778e-14,2.0511909174161e-14,6.0632559446291e-14,3.12259788772093e-14,2.03187454776136e-14,6.09017034610597e-14,3.04539068695164e-14,2.05512191463756e-14,MOD,84.38375686783255,-1.1755639183247064,62.236767132820624,1.163,-74.9,35.7,59.3297,1920.62979,75.4826,70.85954250517317,-56.128049651407075,1.4571593318555376,1.123,-59.12,35.23,WHAM_south_08,62.9339,56.0268,1220.44568,100.5017,85.80030829925973,-1.2740467498510009,0.8135468833589466,1.169,-44.48,36.28,grid125,58.8324,1.4196,1883.8766,74.1378,159.11846,13.84652,291.22,0.3202,-36.7431,-5.0742,lvmSFrame-00007335.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028859/60255/lvmSFrame-00007335.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007335.fits,60255,84.38375686783255,-1.1755639183247064,62.236767132820624,NGC2024,84.38375686783255,-1.1755639183247064,-154.64957720144054,-16.93791553126546
1028XX,1028804,60255,7339,900.0,1,0,0,1.2.0,0,tile_id=1028804,2023-11-07T08:02:34.983,6.13495578388117e-14,3.05490244932454e-14,2.04541568140712e-14,5.55792024154847e-14,2.93867367446908e-14,1.99859612851984e-14,6.29114188431747e-14,3.09197352582264e-14,2.0510723231139e-14,MOD,84.9158531354139,-3.7514067795258055,62.19511903863722,1.126,-55.85,35.55,62.6461,540.65675,76.2519,85.80029194164915,-1.2741079530915147,1.089923623586968,1.147,-23.61,35.25,grid125,60.6171,2.6301,545.49804,74.7684,70.85947416017841,-56.128003767866986,1.1643664981655195,1.185,-45.19,36.14,WHAM_south_08,57.5557,53.5717,436.93875,100.649,159.79624,13.57226,291.86,0.315,-20.946,15.1609,lvmSFrame-00007339.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028804/60255/lvmSFrame-00007339.fits,sdsswork/data/agcam/lco/60255/coadds/lvm.sci.coadd_s00007339.fits,60255,84.9158531354139,-3.7514067795258055,62.19511903863722,NGC2024,84.9158531354139,-3.7514067795258055,-152.0018401798008,-17.664029466704772
1028XX,1028711,60266,7912,900.0,1,0,0,1.2.0,0,tile_id=1028711,2023-11-18T04:05:43.561,6.20059109214974e-14,3.0960655309024e-14,2.07344350712542e-14,5.99071204857454e-14,3.22154963337503e-14,2.1097065732291e-14,6.34988083022543e-14,3.14905853213368e-14,2.08233886970614e-14,MOD,83.65067799897407,-3.7016761491066155,62.25166730331239,1.361,-95.62,35.82,47.2929,3438.82104,136.0098,21.018551412102706,-22.926975582331227,1.033468492878864,1.099,-25.53,35.42,WHAM_south_02,65.5297,63.4068,2094.82544,74.8102,85.80031479180475,-1.2741422261842217,0.9655989101765801,1.437,-65.2,36.23,grid125,44.0819,3.2411,3630.18239,139.2391,297.48663,-25.62423,59.57,0.2477,-41.547,-3.3516,lvmSFrame-00007912.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028711/60266/lvmSFrame-00007912.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007912.fits,60255,83.65067799897407,-3.7016761491066155,62.25166730331239,NGC2024,83.65067799897407,-3.7016761491066155,-152.6592376822124,-18.762411375730913
1028XX,1028773,60266,7913,900.0,1,0,0,1.2.0,0,tile_id=1028773,2023-11-18T04:22:04.697,6.14469711987173e-14,3.08125857052036e-14,2.07220954468246e-14,5.97169238993096e-14,3.21383245521309e-14,2.05466362584871e-14,6.28838146514084e-14,3.13370900230325e-14,2.07721192133958e-14,MOD,84.49411992772814,-3.7350001123569765,62.19858101480811,1.31,-92.85,35.82,49.7543,3282.91596,136.4833,21.01854905950512,-22.926966046253018,1.0585781431143075,1.133,-23.24,35.42,WHAM_south_02,61.9725,64.1636,2158.0694,74.6583,85.80032841805,-1.274119246425433,0.9182174500382673,1.364,-61.65,36.23,grid125,47.1189,2.7854,3473.75502,139.1275,297.68424,-25.57032,59.74,0.249,-41.8183,-6.2517,lvmSFrame-00007913.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028773/60266/lvmSFrame-00007913.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007913.fits,60255,84.49411992772814,-3.7350001123569765,62.19858101480811,NGC2024,84.49411992772814,-3.7350001123569765,-152.2200804850845,-18.03038332962173
1028XX,1028834,60266,7914,900.0,1,0,0,1.2.0,0,tile_id=1028834,2023-11-18T04:38:22.497,6.15529780343165e-14,3.09048844889236e-14,2.07546516558199e-14,5.54062546714119e-14,3.01842565044483e-14,2.07328966769603e-14,6.15312597810175e-14,3.05976201003327e-14,2.07493014029573e-14,MOD,85.14080973939448,-3.3950387384027736,62.176904234359355,1.269,-89.79,35.82,51.9886,3140.49765,137.0717,70.85949533135454,-56.127961416648475,1.3783942632680648,1.144,-68.39,35.42,WHAM_south_08,60.8795,53.9609,1495.64709,89.1516,85.80032546188555,-1.274120671862717,0.8817135457916881,1.305,-58.07,36.23,grid125,50.0004,2.2209,3297.67178,139.0123,297.8851,-25.51718,59.91,0.2503,-41.768,-9.0724,lvmSFrame-00007914.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028834/60266/lvmSFrame-00007914.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007914.fits,60255,85.14080973939448,-3.3950387384027736,62.176904234359355,NGC2024,85.14080973939448,-3.3950387384027736,-152.22559860383254,-17.300907113701605
1028XX,1028864,60266,7915,900.0,1,0,0,1.2.0,0,tile_id=1028864,2023-11-18T04:54:41.652,6.19838151738456e-14,3.11320686833887e-14,2.09075102693336e-14,5.61012909954902e-14,2.71229464189592e-14,2.021920080583e-14,6.31151637287467e-14,3.12910584159926e-14,2.09960605688387e-14,MOD,85.36558386363839,-3.038652332075978,62.15464615496779,1.231,-86.32,35.82,54.3376,2985.50088,137.3656,70.85950437134116,-56.128004331515356,1.3899027239313106,1.134,-65.87,35.42,WHAM_south_08,61.8208,54.3504,1473.95288,89.1239,85.80033214342848,-1.2741168837996293,0.8458187042098201,1.257,-54.46,36.23,grid125,52.7052,1.8172,3102.73572,138.893,298.09001,-25.46463,60.09,0.2517,-41.3978,-11.8202,lvmSFrame-00007915.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028864/60266/lvmSFrame-00007915.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007915.fits,60255,85.36558386363839,-3.038652332075978,62.15464615496779,NGC2024,85.36558386363839,-3.038652332075978,-152.44845161753088,-16.937567849241393
1028XX,1028894,60266,7916,900.0,1,0,0,1.2.0,0,tile_id=1028894,2023-11-18T05:10:43.479,6.24668283674504e-14,3.12126404919107e-14,2.10338498246026e-14,5.55550782251364e-14,3.00413938911645e-14,2.04508887097785e-14,6.34776667870327e-14,3.12408802704182e-14,2.11094315346718e-14,MOD,85.59025329411386,-2.682252888705859,62.15186649631773,1.2,-82.89,35.82,56.4122,2809.80147,137.6569,85.80031332830036,-1.2740501793808672,1.0831819867038401,1.218,-51.11,35.42,grid125,55.1443,1.4238,2895.09726,138.7721,70.85952258361453,-56.12802653057425,1.02648198919173,1.128,-63.22,36.23,WHAM_south_08,62.4783,54.7402,1435.8392,89.0945,298.29482,-25.41376,60.27,0.253,-40.7295,-14.4365,lvmSFrame-00007916.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028894/60266/lvmSFrame-00007916.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007916.fits,60255,85.59025329411386,-2.682252888705859,62.15186649631773,NGC2024,85.59025329411386,-2.682252888705859,-152.67039308403656,-16.573964776307825
1028XX,1028890,60266,7918,900.0,1,0,0,1.2.0,0,tile_id=1028890,2023-11-18T05:44:02.085,6.29139535621769e-14,3.16108121941023e-14,2.1160368290061e-14,5.82302714308705e-14,3.07309615759467e-14,2.04465318604362e-14,6.25476850412166e-14,3.1200751817676e-14,2.11453362517282e-14,MOD,84.80468689117482,-1.192082724024562,62.212705495050635,1.159,-74.3,35.82,59.6125,2456.90837,137.8206,85.80031794768608,-1.2740870134969604,1.0340937592186463,1.163,-43.71,35.42,grid125,59.2967,0.9988,2423.08264,138.5093,70.85952321473995,-56.12802603358716,1.031470072653131,1.123,-58.26,36.23,WHAM_south_08,62.9166,56.0776,1306.94328,89.026,298.73082,-25.31079,60.65,0.2559,-38.4329,-19.5721,lvmSFrame-00007918.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028890/60266/lvmSFrame-00007918.fits,sdsswork/data/agcam/lco/60266/coadds/lvm.sci.coadd_s00007918.fits,60255,84.80468689117482,-1.192082724024562,62.212705495050635,NGC2024,84.80468689117482,-1.192082724024562,-154.42774788032685,-16.57423813333967
1028XX,1028712,60268,7950,900.0,1,0,0,1.2.0,0,tile_id=1028712,2023-11-20T04:02:12.999,6.09299617153471e-14,3.05734815176839e-14,2.04585428653758e-14,6.04746557697566e-14,2.97653975065172e-14,1.95778111336481e-14,6.21790401649668e-14,3.08986579172332e-14,2.04986518506576e-14,MOD,83.84694536130152,-4.074495774252955,62.24604133163096,1.341,-94.92,36.35,48.2155,3360.85998,114.5444,21.018560044535516,-22.92713680480111,1.0653294364215677,1.107,-24.91,35.93,WHAM_south_02,64.5848,63.4359,1994.47393,51.1546,85.80028675989152,-1.2740970314926703,1.0046904566073889,1.416,-64.26,36.86,grid125,44.903,3.413,3615.73037,117.3691,326.50572,-17.54448,85.62,0.4631,-40.9688,15.2006,lvmSFrame-00007950.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028712/60268/lvmSFrame-00007950.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007950.fits,60255,83.84694536130152,-4.074495774252955,62.24604133163096,NGC2024,83.84694536130152,-4.074495774252955,-152.21450012060765,-18.759849333400428
1028XX,1028743,60268,7951,900.0,1,0,0,1.2.0,0,tile_id=1028743,2023-11-20T04:18:45.420,6.11534870934016e-14,3.0845236900612e-14,2.06251032135368e-14,6.02579983915806e-14,3.05504291344419e-14,2.06967170349497e-14,6.13861718989389e-14,3.06091593970637e-14,2.06273476420008e-14,MOD,84.26884231815741,-4.091198973517907,62.21741573512712,1.287,-91.77,36.35,50.9944,3240.11954,114.8076,85.80024996635876,-1.2740061944695946,1.2126072066942786,1.347,-60.86,35.93,grid125,47.9379,3.2056,3471.85167,117.2424,21.018556665971982,-22.927052973712797,0.8406762733081677,1.143,-22.4,36.86,WHAM_south_02,60.981,63.8148,2061.5239,51.0371,326.65711,-17.46495,85.77,0.4644,-41.3161,11.7558,lvmSFrame-00007951.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028743/60268/lvmSFrame-00007951.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007951.fits,60255,84.26884231815741,-4.091198973517907,62.21741573512712,NGC2024,84.26884231815741,-4.091198973517907,-151.99537982305478,-18.39347101441031
1028XX,1028774,60268,7953,900.0,1,0,0,1.2.0,0,tile_id=1028774,2023-11-20T04:53:55.151,6.10027972706496e-14,3.0537632649993e-14,2.0560379194145e-14,5.63205298200626e-14,2.92713879606781e-14,1.98738390831634e-14,6.17434336644708e-14,3.0691491682233e-14,2.06121034701624e-14,MOD,84.6907813798056,-4.107697369585821,62.18392781684912,1.196,-84.52,36.35,56.7255,2913.62068,114.9199,85.80029394303158,-1.27408508559598,1.1224645331108976,1.239,-53.1,35.93,grid125,53.8131,3.0426,3092.7321,116.9588,70.85949194478755,-56.12799460080439,1.0469182616320716,1.131,-64.57,36.86,WHAM_south_08,62.1455,53.1829,1446.48886,83.1473,326.99321,-17.29583,86.11,0.4673,-40.9716,4.5255,lvmSFrame-00007953.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028774/60268/lvmSFrame-00007953.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007953.fits,60255,84.6907813798056,-4.107697369585821,62.18392781684912,NGC2024,84.6907813798056,-4.107697369585821,-151.77716269244698,-18.026828450459835
1028XX,1028865,60268,7955,900.0,1,0,0,1.2.0,0,tile_id=1028865,2023-11-20T05:31:01.704,6.10217116977837e-14,3.04627185239904e-14,2.05041944172712e-14,5.92932131507195e-14,3.02931645971747e-14,2.01858774183244e-14,6.20337821388661e-14,3.07226594400847e-14,2.05526651042523e-14,MOD,85.56239595067527,-3.4111306806124397,62.14914359095013,1.146,-76.94,36.35,60.7703,2493.3157,115.6715,85.800328,-1.27412,0.0,1.17,-44.85,35.93,grid125,58.7515,2.1502,2602.95078,116.6385,70.85950521279362,-56.12802200888109,1.0627119356369807,1.123,-59.02,36.86,WHAM_south_08,62.9333,54.0176,1339.06233,83.1006,327.36876,-17.118,86.48,0.4705,-39.055,-2.9354,lvmSFrame-00007955.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028865/60268/lvmSFrame-00007955.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007955.fits,60255,85.56239595067527,-3.4111306806124397,62.14914359095013,NGC2024,85.56239595067527,-3.4111306806124397,-152.00823817487733,-16.934553043061634
1028XX,1028895,60268,7956,900.0,1,0,0,1.2.0,0,tile_id=1028895,2023-11-20T05:49:32.708,6.15860078023428e-14,3.07707778193109e-14,2.06343637180638e-14,5.84119210013958e-14,2.97067102551626e-14,1.9768165080456e-14,6.16434536528961e-14,3.04950735025936e-14,2.06501221271223e-14,MOD,85.78703349313305,-3.054662523628959,62.14310037435224,1.13,-73.0,36.35,62.2082,2253.69899,115.8439,70.8595,-56.128,0.0,1.125,-56.54,35.93,WHAM_south_08,62.7277,54.4079,1255.75227,83.0726,85.80032425185264,-1.2741287608316398,0.7884231900705266,1.149,-40.56,36.86,grid125,60.5217,1.7806,2333.93972,116.4708,327.56395,-17.0298,86.67,0.4722,-37.5509,-6.5778,lvmSFrame-00007956.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028895/60268/lvmSFrame-00007956.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007956.fits,60255,85.78703349313305,-3.054662523628959,62.14310037435224,NGC2024,85.78703349313305,-3.054662523628959,-152.23106310905933,-16.57144773257207
1028XX,1028923,60268,7957,900.0,1,0,0,1.2.0,0,tile_id=1028923,2023-11-20T06:12:46.565,6.16397792301569e-14,3.08360418201817e-14,2.06572016546261e-14,5.34813878823793e-14,2.93663066608926e-14,1.99625648062583e-14,6.25684699685858e-14,3.09188920642773e-14,2.07128122455286e-14,MOD,85.81484611588252,-2.3258604376913596,62.14574631314791,1.123,-67.67,36.35,62.9405,1946.06972,115.9096,85.800328,-1.27412,0.0,1.133,-35.72,35.93,grid125,61.9027,1.0518,1983.34051,116.2531,70.85946378533448,-56.1280197629487,1.1118262013360474,1.133,-53.04,36.86,WHAM_south_08,61.9178,55.1303,1127.4849,83.0329,327.81592,-16.91986,86.92,0.4744,-35.206,-11.0566,lvmSFrame-00007957.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028923/60268/lvmSFrame-00007957.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007957.fits,60255,85.81484611588252,-2.3258604376913596,62.14574631314791,NGC2024,85.81484611588252,-2.3258604376913596,-152.89142686674714,-16.21010177645311
1028XX,1028922,60268,7958,900.0,1,0,0,1.2.0,0,tile_id=1028922,2023-11-20T06:35:17.506,6.13875699281116e-14,3.08575719673849e-14,2.07775826469404e-14,5.3892945405983e-14,2.87469773476503e-14,1.98858286501602e-14,6.12289504652114e-14,3.05539559642975e-14,2.07923360346634e-14,MOD,85.61826218184427,-1.953481557357811,62.18683974087351,1.123,-62.61,36.35,62.9003,1625.34258,115.6355,70.8595,-56.128,0.0,1.148,-50.16,35.93,WHAM_south_08,60.5965,55.4628,982.89267,82.9896,85.80031644637035,-1.2741264323716641,0.801649586537695,1.13,-30.73,36.86,grid125,62.2288,0.7033,1639.69198,116.0346,328.06735,-16.81424,87.16,0.4765,-32.5027,-15.2849,lvmSFrame-00007958.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028922/60268/lvmSFrame-00007958.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007958.fits,60255,85.61826218184427,-1.953481557357811,62.18683974087351,NGC2024,85.61826218184427,-1.953481557357811,-153.3298768458187,-16.21117859106093
1028XX,1028921,60268,7959,900.0,1,0,0,1.2.0,0,tile_id=1028921,2023-11-20T06:57:31.258,6.27551314374114e-14,3.13159428386262e-14,2.10567530489423e-14,5.95299829662441e-14,2.97515461335137e-14,2.010998813857e-14,6.24089385963906e-14,3.08337130470835e-14,2.10906936297914e-14,MOD,85.42184058461095,-1.5809692750391897,62.19703392528976,1.135,-57.71,36.35,61.7536,1307.78411,115.3535,85.800328,-1.27412,0.0,1.137,-26.38,35.93,grid125,61.5378,0.4872,1307.86041,115.812,70.85976759712884,-56.128087238228446,1.2145371856447646,1.168,-47.0,36.86,WHAM_south_08,58.8455,55.7964,826.69861,82.9424,328.3222,-16.71103,87.41,0.4787,-29.4745,-19.3314,lvmSFrame-00007959.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028921/60268/lvmSFrame-00007959.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007959.fits,60255,85.42184058461095,-1.5809692750391897,62.19703392528976,NGC2024,85.42184058461095,-1.5809692750391897,-153.7683947504523,-16.21123790660489
1028XX,1028920,60268,7960,900.0,1,0,0,1.2.0,0,tile_id=1028920,2023-11-20T07:16:03.298,6.19251860246904e-14,3.07329092623468e-14,2.08321685002343e-14,5.61666439998653e-14,3.06105247941821e-14,2.03005277677394e-14,6.16448853221847e-14,3.01058285448656e-14,2.08527108585543e-14,MOD,85.22561250630334,-1.2084651573744722,62.20303930081043,1.155,-53.69,36.35,59.9755,1052.63777,115.0999,70.8595,-56.128,0.0,1.191,-44.82,35.93,WHAM_south_08,57.1028,56.1306,691.31395,82.8993,85.80030045967096,-1.2741262456043838,0.8561861816893962,1.152,-22.51,36.86,grid125,60.2401,0.5783,1045.06349,115.6214,328.53941,-16.62589,87.62,0.4805,-26.7142,-22.5915,lvmSFrame-00007960.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028920/60268/lvmSFrame-00007960.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007960.fits,60255,85.22561250630334,-1.2084651573744722,62.20303930081043,NGC2024,85.22561250630334,-1.2084651573744722,-154.20682627178823,-16.21030137282735
1028XX,1028889,60268,7961,900.0,1,0,0,1.2.0,0,tile_id=1028889,2023-11-20T07:34:35.509,6.15196724831903e-14,3.09853558552684e-14,2.07820295559742e-14,6.08943169663301e-14,3.23538010421502e-14,2.11140356322387e-14,6.15902242276081e-14,3.08054752000483e-14,2.08464593972271e-14,MOD,84.60859548200723,-0.8193645768123103,62.27095842954841,1.187,-49.52,36.35,57.4095,816.20875,114.4454,70.8595,-56.128,0.0,1.218,-42.51,35.93,WHAM_south_08,55.149,56.4141,556.01217,82.8533,85.80031064747155,-1.274097602711097,0.8903169794971789,1.174,-19.01,36.86,grid125,58.3704,1.2753,801.78369,115.4265,328.76069,-16.54165,87.84,0.4824,-23.7681,-25.7323,lvmSFrame-00007961.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028889/60268/lvmSFrame-00007961.fits,sdsswork/data/agcam/lco/60268/coadds/lvm.sci.coadd_s00007961.fits,60255,84.60859548200723,-0.8193645768123103,62.27095842954841,NGC2024,84.60859548200723,-0.8193645768123103,-154.86713428708052,-16.57183165842877
1028XX,1028805,60269,8017,900.0,1,0,0,1.2.0,0,tile_id=1028805,2023-11-21T04:46:11.996,6.21236059395952e-14,3.08321584529247e-14,2.08585107786222e-14,6.10703153311938e-14,3.03768891589226e-14,2.0441115796069e-14,6.32117093216295e-14,3.10781003600838e-14,2.09306800427339e-14,MOD,85.11270752000033,-4.123989239568411,62.13359682489965,1.208,-85.67,36.18,55.8643,2963.14264,103.6022,85.80027491452394,-1.2740583242380787,1.1764848310601412,1.248,-53.94,35.86,grid125,53.2266,2.9315,3171.81828,104.8966,70.85951073651546,-56.128018917355334,1.062752872866065,1.133,-65.15,36.86,WHAM_south_08,61.9784,53.2379,1443.82524,80.7169,340.31295,-11.56971,99.19,0.5811,-40.9537,14.0424,lvmSFrame-00008017.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028805/60269/lvmSFrame-00008017.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008017.fits,60255,85.11270752000033,-4.123989239568411,62.13359682489965,NGC2024,85.11270752000033,-4.123989239568411,-151.55985287290903,-17.659976252699916
1028XX,1028835,60269,8018,900.0,1,0,0,1.2.0,0,tile_id=1028835,2023-11-21T05:04:45.177,6.14031327822566e-14,3.08011427037657e-14,2.07768261966277e-14,5.87100890508901e-14,3.04862225808962e-14,2.05286850537084e-14,6.13261480005437e-14,3.03876921168389e-14,2.07763246924884e-14,MOD,85.33765042339151,-3.7675703430209246,62.12869873659533,1.175,-81.72,36.18,58.291,2789.66314,103.7571,70.86037263067755,-56.129107144152414,1.4184610601293648,1.126,-62.55,35.86,WHAM_south_08,62.6459,53.6285,1410.34998,80.706,85.80031392039034,-1.2741269545899607,0.8840979764710731,1.206,-49.61,36.86,grid125,55.9674,2.5359,2949.62276,104.7484,340.47202,-11.47669,99.36,0.5825,-40.3603,10.0962,lvmSFrame-00008018.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028835/60269/lvmSFrame-00008018.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008018.fits,60255,85.33765042339151,-3.7675703430209246,62.12869873659533,NGC2024,85.33765042339151,-3.7675703430209246,-151.78450162078371,-17.297374835081488
1028XX,1028924,60269,8020,900.0,1,0,0,1.2.0,0,tile_id=1028924,2023-11-21T05:41:47.648,6.25089273836899e-14,3.13292719967351e-14,2.10332597388093e-14,5.88591978505416e-14,3.01507005911554e-14,2.01923223577216e-14,6.33834246751572e-14,3.14523452466547e-14,2.10957313100978e-14,MOD,86.01154942142709,-2.69814342159896,62.094457927712966,1.138,-73.83,36.18,61.4579,2367.00473,104.3422,70.8595,-56.128,0.0,1.124,-57.09,35.86,WHAM_south_08,62.8027,54.7986,1281.00253,80.6741,85.80031733302782,-1.2741292179705113,0.8206908663177673,1.152,-41.4,36.86,grid125,60.2017,1.4396,2444.31578,104.4365,340.80549,-11.29111,99.71,0.5855,-38.0308,2.2872,lvmSFrame-00008020.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028924/60269/lvmSFrame-00008020.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008020.fits,60255,86.01154942142709,-2.69814342159896,62.094457927712966,NGC2024,86.01154942142709,-2.69814342159896,-152.45303951360015,-16.20808014997243
1028XX,1028952,60269,8021,900.0,1,0,0,1.2.0,0,tile_id=1028952,2023-11-21T06:00:19.546,6.19756762323699e-14,3.0999222977575e-14,2.08842786334105e-14,5.84443476420114e-14,3.01823228785955e-14,2.02522581846624e-14,6.39195408333397e-14,3.14873958716512e-14,2.09529843762048e-14,MOD,86.03932533290211,-1.969442790837395,62.13969885789031,1.131,-69.53,36.18,62.1402,2134.93667,104.3617,70.8595,-56.128,0.0,1.13,-54.44,35.86,WHAM_south_08,62.2835,55.5206,1188.37031,80.6537,85.80032954326903,-1.2741142380716384,0.8044554481548463,1.138,-37.35,36.86,grid125,61.514,0.7352,2169.99925,104.2725,340.98025,-11.1985,99.89,0.5871,-36.3429,-1.5749,lvmSFrame-00008021.fits,sdsswork/lvm/spectro/redux/1.2.0/1028XX/1028952/60269/lvmSFrame-00008021.fits,sdsswork/data/agcam/lco/60269/coadds/lvm.sci.coadd_s00008021.fits,60255,86.03932533290211,-1.969442790837395,62.13969885789031,NGC2024,86.03932533290211,-1.969442790837395,-153.11163614638883,-15.846016040923784
